FUNC_ID,CAN_NAME,DISP_NAME,DEF_LOCALE,REGION_ID,FUNC_CAT,MIN_ARGS,MAX_ARGS,IMPL_STAT,VIS_TIER,OWNER,SRC_AUTH,SRC_FILE,HANDLER,CALC_CALL,PUB_SURF,SELF_REG,MSG_CAT,ACTIVE,VER_AT,NOTES
"FN_ABS","ABS","ABS","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the absolute value of a numeric expression. ; syntax=ABS(<n>) ; examples=ABS(-5) | ABS(balance) ; notes=Positive values remain unchanged. ; warnings=Non-numeric input should be treated as an evaluation/type error unless explicitly coerced."
"FN_ACOS","ACOS","ACOS","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the arc-cosine of a numeric value. ; syntax=ACOS(<n>) ; examples=ACOS(0) | ACOS(1) | ACOS(ratio) ; notes=Inverse cosine function. | Result is expected in radians. ; warnings=Input domain should be limited to [-1, 1]. | Out-of-range values should raise an error."
"FN_ALLTRIM","ALLTRIM","ALLTRIM","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Trim leading and trailing spaces from a string value. ; syntax=ALLTRIM(<expr>) ; examples=ALLTRIM(NAME) | ALLTRIM("" SMITH "") ; notes=Useful for normalization before comparison or display."
"FN_ASC","ASC","ASC","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the character code of the first character in a string. ; syntax=ASC(<expr>) ; examples=ASC(""A"") | ASC(code_value) ; notes=Only the first character is considered. ; warnings=Empty-string behavior should remain explicit and stable."
"FN_ASIN","ASIN","ASIN","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the arc-sine of a numeric value. ; syntax=ASIN(<n>) ; examples=ASIN(0) | ASIN(1) | ASIN(ratio) ; notes=Inverse sine function. | Result is expected in radians. ; warnings=Input domain should be limited to [-1, 1]. | Out-of-range values should raise an error."
"FN_AT","AT","AT","en-US","GLOBAL","Search",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the 1-based position of a substring occurrence. ; syntax=AT(<needle>, <haystack>) | AT(<needle>, <haystack>, <occurrence>) ; examples=AT(""IT"", ""SMITH"") | AT(""A"", ""BANANA"", 2) ; notes=Returns 0 if the substring is not found. | Occurrence defaults to 1. ; warnings=Search is case-sensitive."
"FN_ATAN","ATAN","ATAN","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the arc-tangent of a numeric value. ; syntax=ATAN(<n>) ; examples=ATAN(0) | ATAN(1) | ATAN(slope) ; notes=Inverse tangent function. | Result is expected in radians. ; warnings=Very large magnitudes may compress toward asymptotic output values, which is mathematically expected."
"FN_ATC","ATC","ATC","en-US","GLOBAL","Search",2,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/function_catalog.cpp","",true,true,false,false,true,"","summary=Return the 1-based position of a substring occurrence, case-insensitive. ; syntax=ATC(<needle>, <haystack>) | ATC(<needle>, <haystack>, <occurrence>) ; examples=ATC(""it"", ""SMITH"") | ATC(""a"", ""BANANA"", 2) ; notes=Returns 0 if the substring is not found. | Occurrence defaults to 1."
"FN_BETWEEN","BETWEEN","BETWEEN","en-US","GLOBAL","Numeric",3,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return whether a numeric value lies within an inclusive lower and upper bound. ; syntax=BETWEEN(<value>, <low>, <high>) ; examples=BETWEEN(age, 18, 65) | BETWEEN(score, 0, 100) | BETWEEN(x, min_x, max_x) ; notes=Useful for range validation and filter predicates. | Should be treated as logical output even if grouped among numeric-oriented helpers. ; warnings=Bound ordering behavior should be explicit; if <low> > <high>, either document the behavior or normalize it consistently."
"FN_CDOW","CDOW","CDOW","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the day-of-week name for a date. ; syntax=CDOW(<date>) ; examples=CDOW(DATE()) | CDOW(order_date) ; notes=Character day-of-week function. | Useful for reports and formatted output. ; warnings=Language/localization behavior should be documented if it ever becomes configurable."
"FN_CEILING","CEILING","CEILING","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the smallest integer greater than or equal to the numeric value. ; syntax=CEILING(<n>) ; examples=CEILING(3.1) | CEILING(9.0) | CEILING(rate) ; notes=Moves fractional positive values up to the next integer boundary. | Values already integral remain unchanged. ; warnings=Negative-number behavior should still follow the mathematical ceiling definition, not truncation."
"FN_CHR","CHR","CHR","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the single-character string for a numeric character code. ; syntax=CHR(<code>) ; examples=CHR(65) | CHR(ascii_code) ; notes=Useful as the inverse of ASC for basic character conversion. ; warnings=Out-of-range behavior should remain explicit and stable."
"FN_CHRTRAN","CHRTRAN","CHRTRAN","en-US","GLOBAL","String",3,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Replace characters in a string by position-mapped translation. ; syntax=CHRTRAN(<expr>, <search_chars>, <replace_chars>) ; examples=CHRTRAN(""ABC"", ""AC"", ""XZ"") | CHRTRAN(code, old_chars, new_chars) ; notes=Applies character-by-character substitution based on search and replacement sets. ; warnings=Length mismatch behavior between search and replacement sets should remain documented."
"FN_CMONTH","CMONTH","CMONTH","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the month name for a date. ; syntax=CMONTH(<date>) ; examples=CMONTH(DATE()) | CMONTH(invoice_date) ; notes=Character month-name function. | Useful for display and reporting. ; warnings=Language/localization behavior should be documented if it changes from fixed English output."
"FN_CONCAT","CONCAT","CONCAT","en-US","GLOBAL","Construction",1,32,"implemented","core","expression_engine","function_catalog","src/cli/expr/function_catalog.cpp","",true,true,false,false,true,"","summary=Concatenate all arguments into a single string. ; aliases=STRCAT ; syntax=CONCAT(<expr1>, <expr2>, ...) | STRCAT(<expr1>, <expr2>, ...) ; examples=CONCAT(FNAME, "" "", LNAME) | STRCAT(""A"", ""B"", ""C"") ; notes=Accepts between 1 and 32 arguments. | STRCAT is treated as an alias of CONCAT."
"FN_COS","COS","COS","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the cosine of an angle expressed in radians. ; syntax=COS(<radians>) ; examples=COS(0) | COS(3.14159) ; notes=Input is assumed to be radians. | Common for periodic and geometric calculations."
"FN_CTOD","CTOD","CTOD","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Convert a character string to a date value. ; syntax=CTOD(<expr>) ; examples=CTOD(""2025-01-01"") | CTOD(order_date_text) ; notes=Input must match one of the accepted date formats supported by the engine. | Common bridge from text import into date logic. ; warnings=Invalid or ambiguous date text should raise an error or return a clearly documented failure value. | Accepted formats should remain explicit and stable."
"FN_DATE","DATE","DATE","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current system date. ; syntax=DATE() ; examples=DATE() | DATE() = TODAY() ; notes=Zero-argument date function. | Intended to return the current date without time. ; warnings=Results depend on system clock accuracy."
"FN_DATEADD","DATEADD","DATEADD","en-US","GLOBAL","Date",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return a new date shifted by a specified interval. ; syntax=DATEADD(<date>, <delta>) ; examples=DATEADD(DATE(), 7) | DATEADD(start_date, 30) ; notes=Current reflected signature is two arguments. | Use for forward/backward date offset logic. ; warnings=The unit implied by <delta> must be explicit in implementation and docs. | If only days are supported, say so clearly."
"FN_DATEDIFF","DATEDIFF","DATEDIFF","en-US","GLOBAL","Date",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the difference between two date values. ; syntax=DATEDIFF(<date1>, <date2>) ; examples=DATEDIFF(DATE(), DATE()) | DATEDIFF(start_date, end_date) ; notes=Current reflected signature is two arguments. | Commonly used for elapsed-day comparisons. ; warnings=Result sign/order should be documented clearly. | If units are fixed to days, say so explicitly."
"FN_DATETIME","DATETIME","DATETIME","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current date/time value. ; syntax=DATETIME() ; examples=DATETIME() ; notes=Current zero-argument timestamp-style function. | May overlap conceptually with NOW(); keep both documented if both are supported. ; warnings=If NOW() and DATETIME() differ later, document the distinction explicitly."
"FN_DAY","DAY","DAY","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the day-of-month component of a date. ; syntax=DAY(<date>) ; examples=DAY(DATE()) | DAY(birth_date) ; notes=Returns the calendar day number within the month. ; warnings=Input must be a valid date value."
"FN_DOW","DOW","DOW","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the day-of-week number for a date. ; syntax=DOW(<date>) ; examples=DOW(DATE()) | DOW(order_date) ; notes=Numeric day-of-week function. | The numbering convention should be documented explicitly. ; warnings=Day numbering must remain stable and clearly defined."
"FN_DTOC","DTOC","DTOC","en-US","GLOBAL","Date",1,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Convert a date value to character form. ; syntax=DTOC(<date>) | DTOC(<date>, <style>) ; examples=DTOC(DATE()) | DTOC(invoice_date) ; notes=Used for display-oriented date formatting. | Second argument, if supported, should remain clearly documented. ; warnings=Output format should not drift unpredictably across environments."
"FN_DTOS","DTOS","DTOS","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Convert a date value to sortable character form. ; syntax=DTOS(<date>) ; examples=DTOS(DATE()) | DTOS(invoice_date) ; notes=Intended for stable lexicographic sorting and comparison. | Commonly used for key-building and normalized date strings. ; warnings=Output format should stay invariant and machine-friendly."
"FN_EMPTY","EMPTY","EMPTY","en-US","GLOBAL","Logical",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return whether a value is empty according to expression-engine rules. ; syntax=EMPTY(<expr>) ; examples=EMPTY(NAME) | EMPTY("""") ; notes=Useful for validation and filters. ; warnings=Exact emptiness rules for strings, numerics, dates, and logicals should remain explicit."
"FN_EXP","EXP","EXP","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return e raised to the power of the supplied numeric value. ; syntax=EXP(<n>) ; examples=EXP(1) | EXP(rate) | EXP(growth_factor) ; notes=Natural exponential function. | Often paired with LOG. ; warnings=Large positive values may overflow depending on numeric backend limits."
"FN_FLOOR","FLOOR","FLOOR","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the largest integer less than or equal to the numeric value. ; syntax=FLOOR(<n>) ; examples=FLOOR(3.9) | FLOOR(9.0) | FLOOR(rate) ; notes=Moves fractional positive values down to the prior integer boundary. | Values already integral remain unchanged. ; warnings=Negative-number behavior should still follow the mathematical floor definition, not truncation toward zero."
"FN_GOMONTH","GOMONTH","GOMONTH","en-US","GLOBAL","Date",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return a date shifted by a specified number of months. ; syntax=GOMONTH(<date>, <months>) ; examples=GOMONTH(DATE(), 1) | GOMONTH(invoice_date, -3) ; notes=Month-aware shifting function. | Prefer this over day arithmetic when month boundaries matter. ; warnings=End-of-month rollover behavior should be explicitly documented."
"FN_INT","INT","INT","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the integer portion of a numeric value. ; syntax=INT(<n>) ; examples=INT(12.9) | INT(-3.2) ; notes=Intended as integer truncation/floor-style numeric reduction depending on implementation contract. | Verify negative-number behavior if exact FoxPro compatibility matters. ; warnings=INT(-3.2) should be explicitly tested to confirm whether behavior is truncation toward zero or floor toward negative infinity."
"FN_LEFT","LEFT","LEFT","en-US","GLOBAL","String",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the leftmost characters of a string. ; syntax=LEFT(<expr>, <n>) ; examples=LEFT(LNAME, 3) | LEFT(""SMITH"", 2) ; notes=If n <= 0, returns an empty string. | If n exceeds the string length, returns the whole string. ; warnings=Non-numeric length arguments currently rely on integer parsing in the implementation."
"FN_LEN","LEN","LEN","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the length of a string value. ; syntax=LEN(<expr>) ; examples=LEN(LNAME) | LEN(""SMITH"") ; notes=Returns a numeric value represented through the expression engine's string result path."
"FN_LIKE","LIKE","LIKE","en-US","GLOBAL","Logical",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/function_catalog.cpp","",true,true,false,false,true,"","summary=Match a value against a wildcard pattern. ; syntax=LIKE(<value>, <pattern>) ; examples=LIKE(LNAME, ""SM*"") | LIKE(NAME, ""A_%"") ; notes=The implementation normalizes SQL wildcards: % becomes * and _ becomes ?. | Matching is case-insensitive. ; warnings=Returns .T. or .F. as logical strings."
"FN_LOG","LOG","LOG","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the natural logarithm of a numeric value. ; syntax=LOG(<n>) ; examples=LOG(1) | LOG(value) | LOG(total) ; notes=Natural logarithm uses base e. | Often paired with EXP. ; warnings=Input must be greater than zero. | Zero or negative inputs should raise an error."
"FN_LOG10","LOG10","LOG10","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the base-10 logarithm of a numeric value. ; syntax=LOG10(<n>) ; examples=LOG10(10) | LOG10(1000) | LOG10(measurement) ; notes=Useful for scale, magnitude, and scientific/logarithmic reporting. ; warnings=Input must be greater than zero. | Zero or negative inputs should raise an error."
"FN_LOWER","LOWER","LOWER","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Convert text to lowercase. ; syntax=LOWER(<expr>) ; examples=LOWER(FNAME) | LOWER(""SMITH"") ; notes=Input is coerced through the expression engine string path."
"FN_LTRIM","LTRIM","LTRIM","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Trim leading spaces from a string value. ; syntax=LTRIM(<expr>) ; examples=LTRIM(NAME) | LTRIM("" SMITH"")"
"FN_MAX","MAX","MAX","en-US","GLOBAL","Numeric",2,32,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the largest value from two or more numeric expressions. ; syntax=MAX(<a>, <b>) | MAX(<a>, <b>, ...) ; examples=MAX(4, 9) | MAX(score1, score2, score3) ; notes=Accepts two or more arguments. | Useful for lower-bound clamping when paired with MIN. ; warnings=Mixed-type argument behavior should remain explicit if coercion is permitted."
"FN_MIN","MIN","MIN","en-US","GLOBAL","Numeric",2,32,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the smallest value from two or more numeric expressions. ; syntax=MIN(<a>, <b>) | MIN(<a>, <b>, ...) ; examples=MIN(4, 9) | MIN(price1, price2, price3) ; notes=Accepts two or more arguments. | Useful for upper-bound clamping when paired with MAX. ; warnings=Mixed-type argument behavior should remain explicit if coercion is permitted."
"FN_MOD","MOD","MOD","en-US","GLOBAL","Numeric",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the remainder from dividing one numeric value by another. ; syntax=MOD(<dividend>, <divisor>) ; examples=MOD(10, 3) | MOD(counter, 2) | MOD(day_index, 7) ; notes=Useful for parity checks, cycle logic, and repeating patterns. | Common in date math and rotational indexing. ; warnings=Division by zero must be treated as an error. | Negative-operand remainder behavior should be documented if strict compatibility matters."
"FN_MONTH","MONTH","MONTH","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the month component of a date. ; syntax=MONTH(<date>) ; examples=MONTH(DATE()) | MONTH(invoice_date) ; notes=Returns the month number. ; warnings=Input must be a valid date value."
"FN_NOW","NOW","NOW","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current date/time value. ; syntax=NOW() ; examples=NOW() ; notes=Intended as the current timestamp-style function. | Use when both date and time matter. ; warnings=Exact formatting and representation should remain consistent across the expression engine."
"FN_RAND","RAND","RAND","en-US","GLOBAL","Numeric",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return a pseudo-random numeric value. ; syntax=RAND() ; examples=RAND() ; notes=Current implementation returns a random value on each call. ; warnings=Distribution and seeding behavior should be documented more precisely if stability matters."
"FN_RAT","RAT","RAT","en-US","GLOBAL","Search",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the 1-based position of the last occurrence of a substring. ; syntax=RAT(<needle>, <haystack>) ; examples=RAT(""A"", ""BANANA"") | RAT(""/"", path_value) ; notes=Useful when searching from the end of a string. ; warnings=Returns 0 when the substring is not found."
"FN_REPLICATE","REPLICATE","REPLICATE","en-US","GLOBAL","Construction",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Repeat a string value a specified number of times. ; syntax=REPLICATE(<expr>, <count>) ; examples=REPLICATE(""-"", 10) | REPLICATE(fill_char, width) ; notes=Useful for padding and simple formatting. ; warnings=Negative or invalid counts should remain explicitly handled."
"FN_RIGHT","RIGHT","RIGHT","en-US","GLOBAL","String",2,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return the rightmost characters of a string. ; syntax=RIGHT(<expr>, <n>) ; examples=RIGHT(LNAME, 3) | RIGHT(""SMITH"", 2) ; notes=If n <= 0, returns an empty string. | If n exceeds the string length, returns the whole string. ; warnings=Non-numeric length arguments currently rely on integer parsing in the implementation."
"FN_ROUND","ROUND","ROUND","en-US","GLOBAL","Numeric",1,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Round a numeric value to a specified number of decimal places. ; syntax=ROUND(<n>) | ROUND(<n>, <decimals>) ; examples=ROUND(12.3456) | ROUND(12.3456, 2) ; notes=One-argument form rounds using the engine's default integer-style behavior. ; warnings=Half-boundary behavior should be documented explicitly if financial use becomes important."
"FN_RTRIM","RTRIM","RTRIM","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Trim trailing spaces from a string value. ; aliases=TRIM ; syntax=RTRIM(<expr>) | TRIM(<expr>) ; examples=RTRIM(NAME) | TRIM(NAME) ; notes=TRIM is treated as an alias of RTRIM."
"FN_SECONDS","SECONDS","SECONDS","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current time expressed as seconds-of-day or equivalent engine-specific seconds value. ; syntax=SECONDS() ; examples=SECONDS() ; notes=Useful for elapsed-time comparisons and lightweight timing logic. ; warnings=Exact semantics should be documented clearly if they differ from classic seconds-of-day behavior."
"FN_SIN","SIN","SIN","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the sine of an angle expressed in radians. ; syntax=SIN(<radians>) ; examples=SIN(0) | SIN(angle) | SIN(3.14159 / 2) ; notes=Input is assumed to be radians, not degrees. | Part of the trigonometric family with COS and TAN. ; warnings=Degree-based expectations should not be silently assumed."
"FN_SOUNDEX","SOUNDEX","SOUNDEX","en-US","GLOBAL","Search",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return a four-character phonetic Soundex code for a character expression. ; syntax=SOUNDEX(<expr>) ; examples=SOUNDEX(""WHITE"") | SOUNDEX(""WHYTE"") | SOUNDEX(LNAME) ; notes=Classic Soundex keeps the first alphabetic letter, encodes following consonant classes, removes duplicate adjacent codes, and pads to four characters. | Useful for phonetic matching in LOCATE, SMARTLIST, and future computed index tags. ; warnings=SOUNDEX is phonetic matching, not SET NEAR. SET NEAR controls ordered-key navigation; SOUNDEX computes a comparable value. | Current implementation ignores non-alphabetic characters and uppercases internally. SETCASE does not change SOUNDEX output."
"FN_SPACE","SPACE","SPACE","en-US","GLOBAL","Construction",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return a string containing the requested number of spaces. ; syntax=SPACE(<count>) ; examples=SPACE(5) | SPACE(pad_width) ; notes=Useful for fixed-width formatting and output padding. ; warnings=Negative counts should remain explicitly handled."
"FN_SQRT","SQRT","SQRT","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the square root of a numeric value. ; syntax=SQRT(<n>) ; examples=SQRT(9) | SQRT(area) | SQRT(distance_squared) ; notes=Intended for non-negative numeric inputs. | Common in geometry and distance calculations. ; warnings=Negative inputs should raise an error unless complex-number support is intentionally added."
"FN_STR","STR","STR","en-US","GLOBAL","Conversion",1,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Convert a numeric value to a formatted string. ; syntax=STR(<value>) | STR(<value>, <length>) | STR(<value>, <length>, <decimals>) ; examples=STR(123.45) | STR(123.45, 8, 2) ; notes=Defaults to length 10 and 0 decimals. | If the formatted value does not fit, the function returns a field of asterisks. ; warnings=Non-numeric input currently relies on numeric parsing in the implementation."
"FN_STRTRAN","STRTRAN","STRTRAN","en-US","GLOBAL","String",3,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Replace occurrences of a substring within a string. ; syntax=STRTRAN(<expr>, <search>, <replace>) ; examples=STRTRAN(""ABCABC"", ""AB"", ""XY"") | STRTRAN(text_value, old_part, new_part) ; notes=Useful for substring replacement rather than character-by-character translation."
"FN_SUBSTR","SUBSTR","SUBSTR","en-US","GLOBAL","String",2,3,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Return a substring starting at a 1-based position. ; syntax=SUBSTR(<expr>, <start>) | SUBSTR(<expr>, <start>, <length>) ; examples=SUBSTR(LNAME, 1, 3) | SUBSTR(NAME, 5) ; notes=Start position is 1-based. | Start values <= 0 are treated as 1. ; warnings=Non-numeric start/length arguments currently rely on integer parsing in the implementation."
"FN_TAN","TAN","TAN","en-US","GLOBAL","Numeric",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_numeric.cpp","",true,true,false,false,true,"","summary=Return the tangent of an angle expressed in radians. ; syntax=TAN(<radians>) ; examples=TAN(0) | TAN(angle) | TAN(3.14159 / 4) ; notes=Input is assumed to be radians. | Complements SIN and COS in the trig family. ; warnings=Values near odd multiples of pi/2 can grow very large and may expose floating-point instability."
"FN_TIME","TIME","TIME","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current system time. ; syntax=TIME() ; examples=TIME() ; notes=Intended to return current clock time without date. ; warnings=Representation format should be documented consistently."
"FN_TODAY","TODAY","TODAY","en-US","GLOBAL","Date",0,0,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the current system date. ; syntax=TODAY() ; examples=TODAY() | TODAY() = DATE() ; notes=Functionally equivalent to DATE() unless the engine later distinguishes them. ; warnings=Results depend on system clock accuracy."
"FN_TRANSFORM","TRANSFORM","TRANSFORM","en-US","GLOBAL","Conversion",1,2,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Convert a value to display-oriented character form. ; syntax=TRANSFORM(<expr>) | TRANSFORM(<expr>, <picture>) ; examples=TRANSFORM(total) | TRANSFORM(total, ""999,999.99"") ; notes=Intended for formatting values for presentation. ; warnings=Picture formatting support should be documented explicitly if partial."
"FN_TRIM","TRIM","TRIM","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","builtin_registry","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","runtime builtin spec without curated FunctionDoc row."
"FN_UPPER","UPPER","UPPER","en-US","GLOBAL","String",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Convert text to uppercase. ; syntax=UPPER(<expr>) ; examples=UPPER(LNAME) | UPPER(""smith"") ; notes=Input is coerced through the expression engine string path."
"FN_VAL","VAL","VAL","en-US","GLOBAL","Conversion",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_string.cpp","",true,true,false,false,true,"","summary=Extract the leading numeric portion of a string. ; syntax=VAL(<expr>) ; examples=VAL(""123.45"") | VAL("" -10ABC"") ; notes=Returns 0 when no numeric prefix is present. | Result is returned through the expression engine's string path."
"FN_YEAR","YEAR","YEAR","en-US","GLOBAL","Date",1,1,"implemented","core","expression_engine","function_catalog","src/cli/expr/fn_date.cpp","",true,true,false,false,true,"","summary=Return the year component of a date. ; syntax=YEAR(<date>) ; examples=YEAR(DATE()) | YEAR(hire_date) ; notes=Returns the full year value. ; warnings=Input must be a valid date value."
